exp	verb	pairNum	sent	target	bias	antecedent	gender	IC
ic_mismatch	captivated	0	The man captivated the woman because MASKTOKEN was there.	he	78	subj	m	subj
ic_mismatch	captivated	0	The man captivated the woman because MASKTOKEN was there.	she	78	obj	f	subj
ic_mismatch	captivated	0	The woman captivated the man because MASKTOKEN was there.	he	78	obj	m	subj
ic_mismatch	captivated	0	The woman captivated the man because MASKTOKEN was there.	she	78	subj	f	subj
ic_mismatch	carried	0	The man carried the woman because MASKTOKEN was there.	he	-92	subj	m	obj
ic_mismatch	carried	0	The man carried the woman because MASKTOKEN was there.	she	-92	obj	f	obj
ic_mismatch	carried	0	The woman carried the man because MASKTOKEN was there.	he	-92	obj	m	obj
ic_mismatch	carried	0	The woman carried the man because MASKTOKEN was there.	she	-92	subj	f	obj
ic_mismatch	castigated	0	The man castigated the woman because MASKTOKEN was there.	he	-45	subj	m	obj
ic_mismatch	castigated	0	The man castigated the woman because MASKTOKEN was there.	she	-45	obj	f	obj
ic_mismatch	castigated	0	The woman castigated the man because MASKTOKEN was there.	he	-45	obj	m	obj
ic_mismatch	castigated	0	The woman castigated the man because MASKTOKEN was there.	she	-45	subj	f	obj
ic_mismatch	caught	0	The man caught the woman because MASKTOKEN was there.	he	-44	subj	m	obj
ic_mismatch	caught	0	The man caught the woman because MASKTOKEN was there.	she	-44	obj	f	obj
ic_mismatch	caught	0	The woman caught the man because MASKTOKEN was there.	he	-44	obj	m	obj
ic_mismatch	caught	0	The woman caught the man because MASKTOKEN was there.	she	-44	subj	f	obj
ic_mismatch	cautioned	0	The man cautioned the woman because MASKTOKEN was there.	he	-36	subj	m	obj
ic_mismatch	cautioned	0	The man cautioned the woman because MASKTOKEN was there.	she	-36	obj	f	obj
ic_mismatch	cautioned	0	The woman cautioned the man because MASKTOKEN was there.	he	-36	obj	m	obj
ic_mismatch	cautioned	0	The woman cautioned the man because MASKTOKEN was there.	she	-36	subj	f	obj
ic_mismatch	celebrated	0	The man celebrated the woman because MASKTOKEN was there.	he	-72	subj	m	obj
ic_mismatch	celebrated	0	The man celebrated the woman because MASKTOKEN was there.	she	-72	obj	f	obj
ic_mismatch	celebrated	0	The woman celebrated the man because MASKTOKEN was there.	he	-72	obj	m	obj
ic_mismatch	celebrated	0	The woman celebrated the man because MASKTOKEN was there.	she	-72	subj	f	obj
ic_mismatch	censured	0	The man censured the woman because MASKTOKEN was there.	he	-58	subj	m	obj
ic_mismatch	censured	0	The man censured the woman because MASKTOKEN was there.	she	-58	obj	f	obj
ic_mismatch	censured	0	The woman censured the man because MASKTOKEN was there.	he	-58	obj	m	obj
ic_mismatch	censured	0	The woman censured the man because MASKTOKEN was there.	she	-58	subj	f	obj
ic_mismatch	charmed	0	The man charmed the woman because MASKTOKEN was there.	he	81	subj	m	subj
ic_mismatch	charmed	0	The man charmed the woman because MASKTOKEN was there.	she	81	obj	f	subj
ic_mismatch	charmed	0	The woman charmed the man because MASKTOKEN was there.	he	81	obj	m	subj
ic_mismatch	charmed	0	The woman charmed the man because MASKTOKEN was there.	she	81	subj	f	subj
ic_mismatch	chased	0	The man chased the woman because MASKTOKEN was there.	he	-33	subj	m	obj
ic_mismatch	chased	0	The man chased the woman because MASKTOKEN was there.	she	-33	obj	f	obj
ic_mismatch	chased	0	The woman chased the man because MASKTOKEN was there.	he	-33	obj	m	obj
ic_mismatch	chased	0	The woman chased the man because MASKTOKEN was there.	she	-33	subj	f	obj
ic_mismatch	cheated	0	The man cheated the woman because MASKTOKEN was there.	he	63	subj	m	subj
ic_mismatch	cheated	0	The man cheated the woman because MASKTOKEN was there.	she	63	obj	f	subj
ic_mismatch	cheated	0	The woman cheated the man because MASKTOKEN was there.	he	63	obj	m	subj
ic_mismatch	cheated	0	The woman cheated the man because MASKTOKEN was there.	she	63	subj	f	subj
ic_mismatch	cheered	0	The man cheered the woman because MASKTOKEN was there.	he	-48	subj	m	obj
ic_mismatch	cheered	0	The man cheered the woman because MASKTOKEN was there.	she	-48	obj	f	obj
ic_mismatch	cheered	0	The woman cheered the man because MASKTOKEN was there.	he	-48	obj	m	obj
ic_mismatch	cheered	0	The woman cheered the man because MASKTOKEN was there.	she	-48	subj	f	obj
ic_mismatch	cherished	0	The man cherished the woman because MASKTOKEN was there.	he	-53	subj	m	obj
ic_mismatch	cherished	0	The man cherished the woman because MASKTOKEN was there.	she	-53	obj	f	obj
ic_mismatch	cherished	0	The woman cherished the man because MASKTOKEN was there.	he	-53	obj	m	obj
ic_mismatch	cherished	0	The woman cherished the man because MASKTOKEN was there.	she	-53	subj	f	obj
ic_mismatch	chilled	0	The man chilled the woman because MASKTOKEN was there.	he	31	subj	m	subj
ic_mismatch	chilled	0	The man chilled the woman because MASKTOKEN was there.	she	31	obj	f	subj
ic_mismatch	chilled	0	The woman chilled the man because MASKTOKEN was there.	he	31	obj	m	subj
ic_mismatch	chilled	0	The woman chilled the man because MASKTOKEN was there.	she	31	subj	f	subj
ic_mismatch	comforted	0	The man comforted the woman because MASKTOKEN was there.	he	-77	subj	m	obj
ic_mismatch	comforted	0	The man comforted the woman because MASKTOKEN was there.	she	-77	obj	f	obj
ic_mismatch	comforted	0	The woman comforted the man because MASKTOKEN was there.	he	-77	obj	m	obj
ic_mismatch	comforted	0	The woman comforted the man because MASKTOKEN was there.	she	-77	subj	f	obj
ic_mismatch	commended	0	The man commended the woman because MASKTOKEN was there.	he	-82	subj	m	obj
ic_mismatch	commended	0	The man commended the woman because MASKTOKEN was there.	she	-82	obj	f	obj
ic_mismatch	commended	0	The woman commended the man because MASKTOKEN was there.	he	-82	obj	m	obj
ic_mismatch	commended	0	The woman commended the man because MASKTOKEN was there.	she	-82	subj	f	obj
ic_mismatch	compensated	0	The man compensated the woman because MASKTOKEN was there.	he	16	subj	m	subj
ic_mismatch	compensated	0	The man compensated the woman because MASKTOKEN was there.	she	16	obj	f	subj
ic_mismatch	compensated	0	The woman compensated the man because MASKTOKEN was there.	he	16	obj	m	subj
ic_mismatch	compensated	0	The woman compensated the man because MASKTOKEN was there.	she	16	subj	f	subj
ic_mismatch	complemented	0	The man complemented the woman because MASKTOKEN was there.	he	-56	subj	m	obj
ic_mismatch	complemented	0	The man complemented the woman because MASKTOKEN was there.	she	-56	obj	f	obj
ic_mismatch	complemented	0	The woman complemented the man because MASKTOKEN was there.	he	-56	obj	m	obj
ic_mismatch	complemented	0	The woman complemented the man because MASKTOKEN was there.	she	-56	subj	f	obj
ic_mismatch	complimented	0	The man complimented the woman because MASKTOKEN was there.	he	-47	subj	m	obj
ic_mismatch	complimented	0	The man complimented the woman because MASKTOKEN was there.	she	-47	obj	f	obj
ic_mismatch	complimented	0	The woman complimented the man because MASKTOKEN was there.	he	-47	obj	m	obj
ic_mismatch	complimented	0	The woman complimented the man because MASKTOKEN was there.	she	-47	subj	f	obj
ic_mismatch	concerned	0	The man concerned the woman because MASKTOKEN was there.	he	81	subj	m	subj
ic_mismatch	concerned	0	The man concerned the woman because MASKTOKEN was there.	she	81	obj	f	subj
ic_mismatch	concerned	0	The woman concerned the man because MASKTOKEN was there.	he	81	obj	m	subj
ic_mismatch	concerned	0	The woman concerned the man because MASKTOKEN was there.	she	81	subj	f	subj
ic_mismatch	condemned	0	The man condemned the woman because MASKTOKEN was there.	he	-63	subj	m	obj
ic_mismatch	condemned	0	The man condemned the woman because MASKTOKEN was there.	she	-63	obj	f	obj
ic_mismatch	condemned	0	The woman condemned the man because MASKTOKEN was there.	he	-63	obj	m	obj
ic_mismatch	condemned	0	The woman condemned the man because MASKTOKEN was there.	she	-63	subj	f	obj
ic_mismatch	confessed to	0	The man confessed to the woman because MASKTOKEN was there.	he	74	subj	m	subj
ic_mismatch	confessed to	0	The man confessed to the woman because MASKTOKEN was there.	she	74	obj	f	subj
ic_mismatch	confessed to	0	The woman confessed to the man because MASKTOKEN was there.	he	74	obj	m	subj
ic_mismatch	confessed to	0	The woman confessed to the man because MASKTOKEN was there.	she	74	subj	f	subj
ic_mismatch	confided in	0	The man confided in the woman because MASKTOKEN was there.	he	5	subj	m	subj
ic_mismatch	confided in	0	The man confided in the woman because MASKTOKEN was there.	she	5	obj	f	subj
ic_mismatch	confided in	0	The woman confided in the man because MASKTOKEN was there.	he	5	obj	m	subj
ic_mismatch	confided in	0	The woman confided in the man because MASKTOKEN was there.	she	5	subj	f	subj
ic_mismatch	confounded	0	The man confounded the woman because MASKTOKEN was there.	he	36	subj	m	subj
ic_mismatch	confounded	0	The man confounded the woman because MASKTOKEN was there.	she	36	obj	f	subj
ic_mismatch	confounded	0	The woman confounded the man because MASKTOKEN was there.	he	36	obj	m	subj
ic_mismatch	confounded	0	The woman confounded the man because MASKTOKEN was there.	she	36	subj	f	subj
ic_mismatch	confused	0	The man confused the woman because MASKTOKEN was there.	he	60	subj	m	subj
ic_mismatch	confused	0	The man confused the woman because MASKTOKEN was there.	she	60	obj	f	subj
ic_mismatch	confused	0	The woman confused the man because MASKTOKEN was there.	he	60	obj	m	subj
ic_mismatch	confused	0	The woman confused the man because MASKTOKEN was there.	she	60	subj	f	subj
ic_mismatch	congratulated	0	The man congratulated the woman because MASKTOKEN was there.	he	-94	subj	m	obj
ic_mismatch	congratulated	0	The man congratulated the woman because MASKTOKEN was there.	she	-94	obj	f	obj
ic_mismatch	congratulated	0	The woman congratulated the man because MASKTOKEN was there.	he	-94	obj	m	obj
ic_mismatch	congratulated	0	The woman congratulated the man because MASKTOKEN was there.	she	-94	subj	f	obj
ic_mismatch	consulted	0	The man consulted the woman because MASKTOKEN was there.	he	13	subj	m	subj
ic_mismatch	consulted	0	The man consulted the woman because MASKTOKEN was there.	she	13	obj	f	subj
ic_mismatch	consulted	0	The woman consulted the man because MASKTOKEN was there.	he	13	obj	m	subj
ic_mismatch	consulted	0	The woman consulted the man because MASKTOKEN was there.	she	13	subj	f	subj
ic_mismatch	corrected	0	The man corrected the woman because MASKTOKEN was there.	he	-74	subj	m	obj
ic_mismatch	corrected	0	The man corrected the woman because MASKTOKEN was there.	she	-74	obj	f	obj
ic_mismatch	corrected	0	The woman corrected the man because MASKTOKEN was there.	he	-74	obj	m	obj
ic_mismatch	corrected	0	The woman corrected the man because MASKTOKEN was there.	she	-74	subj	f	obj
ic_mismatch	corrupted	0	The man corrupted the woman because MASKTOKEN was there.	he	38	subj	m	subj
ic_mismatch	corrupted	0	The man corrupted the woman because MASKTOKEN was there.	she	38	obj	f	subj
ic_mismatch	corrupted	0	The woman corrupted the man because MASKTOKEN was there.	he	38	obj	m	subj
ic_mismatch	corrupted	0	The woman corrupted the man because MASKTOKEN was there.	she	38	subj	f	subj
ic_mismatch	counseled	0	The man counseled the woman because MASKTOKEN was there.	he	-67	subj	m	obj
ic_mismatch	counseled	0	The man counseled the woman because MASKTOKEN was there.	she	-67	obj	f	obj
ic_mismatch	counseled	0	The woman counseled the man because MASKTOKEN was there.	he	-67	obj	m	obj
ic_mismatch	counseled	0	The woman counseled the man because MASKTOKEN was there.	she	-67	subj	f	obj
ic_mismatch	courted	0	The man courted the woman because MASKTOKEN was there.	he	33	subj	m	subj
ic_mismatch	courted	0	The man courted the woman because MASKTOKEN was there.	she	33	obj	f	subj
ic_mismatch	courted	0	The woman courted the man because MASKTOKEN was there.	he	33	obj	m	subj
ic_mismatch	courted	0	The woman courted the man because MASKTOKEN was there.	she	33	subj	f	subj
ic_mismatch	criticized	0	The man criticized the woman because MASKTOKEN was there.	he	-45	subj	m	obj
ic_mismatch	criticized	0	The man criticized the woman because MASKTOKEN was there.	she	-45	obj	f	obj
ic_mismatch	criticized	0	The woman criticized the man because MASKTOKEN was there.	he	-45	obj	m	obj
ic_mismatch	criticized	0	The woman criticized the man because MASKTOKEN was there.	she	-45	subj	f	obj
ic_mismatch	dated	0	The man dated the woman because MASKTOKEN was there.	he	15	subj	m	subj
ic_mismatch	dated	0	The man dated the woman because MASKTOKEN was there.	she	15	obj	f	subj
ic_mismatch	dated	0	The woman dated the man because MASKTOKEN was there.	he	15	obj	m	subj
ic_mismatch	dated	0	The woman dated the man because MASKTOKEN was there.	she	15	subj	f	subj
ic_mismatch	debated with	0	The man debated with the woman because MASKTOKEN was there.	he	27	subj	m	subj
ic_mismatch	debated with	0	The man debated with the woman because MASKTOKEN was there.	she	27	obj	f	subj
ic_mismatch	debated with	0	The woman debated with the man because MASKTOKEN was there.	he	27	obj	m	subj
ic_mismatch	debated with	0	The woman debated with the man because MASKTOKEN was there.	she	27	subj	f	subj
ic_mismatch	deceived	0	The man deceived the woman because MASKTOKEN was there.	he	63	subj	m	subj
ic_mismatch	deceived	0	The man deceived the woman because MASKTOKEN was there.	she	63	obj	f	subj
